<<<<<<<<<<<<<<<URL	Name	id	First mention	Mentions	Last mention
/index.php/Colen_of_Greenpools	Colen of Greenpools	320	96	1	96
/index.php/Elwood_Meadows	Elwood Meadows	491	119	1	119
/index.php/Eyron_Stark	Eyron Stark	526	-1	0	0
/index.php/Myrtle	Myrtle	1198	-1	0	0
/index.php/Artos_Stark	Artos Stark	131	-1	0	0
/index.php/Galt	Galt	554	-1	0	0
/index.php/Emrick	Emrick	504	-1	0	0
/index.php/Lyanna_Stark	Lyanna Stark	1015	4	15	347
/index.php/Gelmarr	Gelmarr	584	-1	0	0
/index.php/Vardis_Egen	Vardis Egen	1754	34	3	40
/index.php/Courtenay_Greenhill	Courtenay Greenhill	332	-1	0	0
/index.php/Cleyton_Caswell	Cleyton Caswell	314	-1	0	0
/index.php/Jon_Wylde	Jon Wylde	856	-1	0	0
/index.php/Brandon_Stark_(Bad)	Brandon Stark (Bad)	244	-1	0	0
/index.php/Brynden_Tully	Brynden Tully	265	2	19	272
/index.php/Preston_Greenfield	Preston Greenfield	1321	115	2	123
/index.php/House_Templeton	House Templeton	752	-1	0	0
/index.php/Dunsen	Dunsen	444	-1	0	0
/index.php/Ragwyle	Ragwyle	1363	-1	0	0
/index.php/Dickon_Frey	Dickon Frey	410	-1	0	0
/index.php/Morosh	Morosh	1164	-1	0	0
/index.php/Garth_Hightower	Garth Hightower	576	-1	0	0
/index.php/Yormwell	Yormwell	1876	-1	0	0
/index.php/Osney_Kettleblack	Osney Kettleblack	1259	245	5	329
/index.php/Harodon	Harodon	694	-1	0	0
/index.php/Mors_Umber	Mors Umber	1170	-1	0	0
/index.php/Domeric_Bolton	Domeric Bolton	417	307	1	307
/index.php/Sigfryd_Harlaw	Sigfryd Harlaw	1568	239	1	239
/index.php/Tansy_(orphan)	Tansy (orphan)	1630	-1	0	0
/index.php/Jasper_Redfort	Jasper Redfort	798	-1	0	0
/index.php/Robyn_Rhysling	Robyn Rhysling	1450	-1	0	0
/index.php/Oznak_zo_Pahl	Oznak zo Pahl	1276	202	1	202
/index.php/Old_Tattersalt	Old Tattersalt	1230	-1	0	0
/index.php/Alyn_Estermont	Alyn Estermont	68	-1	0	0
/index.php/Asha_Greyjoy	Asha Greyjoy	138	85	16	337
/index.php/Scarb	Scarb	1538	-1	0	0
/index.php/Mohor	Mohor	1148	-1	0	0
/index.php/Belis	Belis	177	182	1	182
/index.php/Lucas_Roote	Lucas Roote	997	-1	0	0
/index.php/Hugh	Hugh	755	25	4	99
/index.php/Gyles_Rosby	Gyles Rosby	662	118	4	267
/index.php/Garin_(Prince)	Garin (Prince)	562	-1	0	0
/index.php/Donnel_Locke	Donnel Locke	424	-1	0	0
/index.php/Renfred_Rykker	Renfred Rykker	1395	-1	0	0
/index.php/Shella_Whent	Shella Whent	1557	251	1	251
/index.php/Lenyl	Lenyl	939	-1	0	0
/index.php/Alysane_Mormont	Alysane Mormont	77	317	2	337
/index.php/Glendon_Flowers	Glendon Flowers	606	-1	0	0
/index.php/Ben_Plumm	Ben Plumm	188	202	1	202
/index.php/Three-Tooth	Three-Tooth	1655	239	1	239
/index.php/Alyce_Graceford	Alyce Graceford	62	-1	0	0
/index.php/Gariss	Gariss	563	-1	0	0
/index.php/Donnor_Stark	Donnor Stark	428	-1	0	0
/index.php/Bowen_Marsh	Bowen Marsh	237	21	9	344
/index.php/Edwyn_Frey	Edwyn Frey	469	194	5	272
/index.php/Kirby_Pimm	Kirby Pimm	903	-1	0	0
/index.php/Will	Will	1825	0	1	0
/index.php/Elys_Waynwood	Elys Waynwood	495	-1	0	0
/index.php/Lia_Serry	Lia Serry	963	-1	0	0
/index.php/Rafford	Rafford	1361	158	2	272
/index.php/Varly	Varly	1756	-1	0	0
/index.php/Elron	Elron	489	-1	0	0
/index.php/Elia_Sand	Elia Sand	484	230	1	230
/index.php/Garth_Greyfeather	Garth Greyfeather	575	306	1	306
/index.php/Steffon_Varner	Steffon Varner	1597	-1	0	0
/index.php/Walda_Rivers	Walda Rivers	1778	-1	0	0
/index.php/Grazdan	Grazdan	623	-1	0	0
/index.php/Orbert_Caswell	Orbert Caswell	1242	-1	0	0
/index.php/Clarence_Crabb_(Short)	Clarence Crabb (Short)	305	-1	0	0
/index.php/Irri	Irri	775	11	2	23
/index.php/Tregar	Tregar	1690	-1	0	0
/index.php/Ulwyck_Uller	Ulwyck Uller	1733	-1	0	0
/index.php/Sedgekins	Sedgekins	1541	-1	0	0
/index.php/Willifer	Willifer	1845	-1	0	0
/index.php/Yorkel	Yorkel	1874	-1	0	0
/index.php/Imry_Florent	Imry Florent	773	132	2	170
/index.php/Jaqen_H%27ghar	Jaqen H'ghar	791	79	8	250
/index.php/Harrag_Sharp	Harrag Sharp	697	-1	0	0
/index.php/Alayaya	Alayaya	38	89	3	207
/index.php/Aegon_IV_Targaryen	Aegon IV Targaryen	11	80	1	80
/index.php/Cetheres	Cetheres	296	-1	0	0
/index.php/Toregg	Toregg	1680	-1	0	0
/index.php/Sam_Stoops	Sam Stoops	1524	-1	0	0
/index.php/Medger_Cerwyn	Medger Cerwyn	1106	104	1	104
/index.php/Quence	Quence	1343	-1	0	0
/index.php/Lyman_Darry	Lyman Darry	1018	-1	0	0
/index.php/Horas_Redwyne	Horas Redwyne	741	29	1	29
/index.php/Tya_Lannister	Tya Lannister	1706	-1	0	0
/index.php/Lewys_Piper	Lewys Piper	959	-1	0	0
/index.php/Valarr_Targaryen	Valarr Targaryen	1752	-1	0	0
/index.php/Wat	Wat	1798	-1	0	0
/index.php/Alyssa_Blackwood	Alyssa Blackwood	86	-1	0	0
/index.php/Jon_Penrose	Jon Penrose	848	-1	0	0
/index.php/Lyonel_Baratheon	Lyonel Baratheon	1026	-1	0	0
/index.php/Aron_Santagar	Aron Santagar	121	18	7	252
/index.php/Halmon_Paege	Halmon Paege	677	-1	0	0
/index.php/Godwyn	Godwyn	611	-1	0	0
/index.php/Bael	Bael	146	125	1	125
/index.php/Gerold_Grafton	Gerold Grafton	593	-1	0	0
/index.php/Pollitor	Pollitor	1311	-1	0	0
/index.php/Meg	Meg	1109	-1	0	0
/index.php/Will_(squire)	Will (squire)	1829	-1	0	0
/index.php/Flement_Brax	Flement Brax	538	-1	0	0
/index.php/Rolland_Uffering	Rolland Uffering	1473	-1	0	0
/index.php/Jyanna_Frey	Jyanna Frey	884	-1	0	0
/index.php/Grisel	Grisel	637	-1	0	0
/index.php/Terrence_Kenning	Terrence Kenning	1637	-1	0	0
/index.php/Malcolm	Malcolm	1050	-1	0	0
/index.php/Shae	Shae	1552	62	15	280
/index.php/Medgar_Tully	Medgar Tully	1105	-1	0	0
/index.php/Cedric_Payne	Cedric Payne	290	-1	0	0
/index.php/Ossy	Ossy	1261	-1	0	0
/index.php/Rodrik_Stark	Rodrik Stark	1457	-1	0	0
/index.php/Morgarth	Morgarth	1160	-1	0	0
/index.php/Amarei_Crakehall	Amarei Crakehall	89	-1	0	0
/index.php/Lanna_(Happy_Port)	Lanna (Happy Port)	926	-1	0	0
/index.php/Jon_Redfort	Jon Redfort	850	-1	0	0
/index.php/Lem_(Standfast)	Lem (Standfast)	935	-1	0	0
/index.php/Luthor_Tyrell	Luthor Tyrell	1009	-1	0	0
/index.php/Merrell_Florent	Merrell Florent	1136	-1	0	0
/index.php/Bandy	Bandy	156	-1	0	0
/index.php/Tywin_Lannister	Tywin Lannister	1727	4	74	347
/index.php/Creighton_Longbough	Creighton Longbough	337	-1	0	0
/index.php/Rugen	Rugen	1499	-1	0	0
/index.php/Benjen_Stark_(Bitter)	Benjen Stark (Bitter)	195	-1	0	0
/index.php/Gerion_Lannister	Gerion Lannister	591	261	2	272
/index.php/Robar_Royce	Robar Royce	1429	29	5	212
/index.php/Del	Del	387	-1	0	0
/index.php/Sandor_Frey	Sandor Frey	1529	-1	0	0
/index.php/Sandor_Clegane	Sandor Clegane	1528	4	36	323
/index.php/Kurleket	Kurleket	910	-1	0	0
/index.php/Jon_Connington	Jon Connington	840	174	8	347
/index.php/Maric_Seaworth	Maric Seaworth	1069	-1	0	0
/index.php/Tanton_Fossoway	Tanton Fossoway	1631	-1	0	0
/index.php/Argilac	Argilac	111	-1	0	0
/index.php/Marlon_Manderly	Marlon Manderly	1075	-1	0	0
/index.php/Rainbow_Knight	Rainbow Knight	1364	-1	0	0
/index.php/Vayon_Poole	Vayon Poole	1758	14	8	51
/index.php/Rorge	Rorge	1488	88	8	265
/index.php/Ogo	Ogo	1227	61	1	61
/index.php/Josmyn_Peckledon	Josmyn Peckledon	872	258	2	272
/index.php/Lomys	Lomys	969	-1	0	0
/index.php/Leathers	Leathers	933	-1	0	0
/index.php/Haggon	Haggon	668	275	1	275
/index.php/Harwin	Harwin	708	1	8	270
/index.php/Wex_Pyke	Wex Pyke	1820	124	2	304
/index.php/Watty	Watty	1807	-1	0	0
/index.php/Pono	Pono	1313	68	1	68
/index.php/Mina_Tyrell	Mina Tyrell	1143	-1	0	0
/index.php/Maron_Greyjoy	Maron Greyjoy	1077	130	3	239
/index.php/Jonos_Bracken	Jonos Bracken	858	180	3	323
/index.php/Harys_Swyft	Harys Swyft	714	245	5	347
/index.php/Loreza_Sand	Loreza Sand	979	230	1	230
/index.php/Pycelle	Pycelle	1326	2	28	347
/index.php/Hosman_Norcross	Hosman Norcross	743	-1	0	0
/index.php/Titus_Peake	Titus Peake	1665	-1	0	0
/index.php/Tim_Tangletongue	Tim Tangletongue	1658	-1	0	0
/index.php/Senelle	Senelle	1546	240	2	252
/index.php/Gran_Goodbrother	Gran Goodbrother	621	229	1	229
/index.php/Pyat_Pree	Pyat Pree	1325	101	2	122
/index.php/Sloey	Sloey	1578	-1	0	0
/index.php/Leona_Tyrell	Leona Tyrell	946	-1	0	0
/index.php/Guyard_Morrigen	Guyard Morrigen	650	136	1	136
/index.php/Willow_Heddle	Willow Heddle	1848	265	1	265
/index.php/Mya_Stone	Mya Stone	1185	34	2	269
/index.php/Lord_Caswell	Lord Caswell	974	-1	0	0
/index.php/Tybolt_Hetherspoon	Tybolt Hetherspoon	1709	-1	0	0
/index.php/Cadwyn	Cadwyn	275	-1	0	0
/index.php/Cadwyl	Cadwyl	274	-1	0	0
/index.php/Omer_Blackberry	Omer Blackberry	1238	-1	0	0
/index.php/Symond_Frey	Symond Frey	1619	294	2	321
/index.php/Alequo_Adarys	Alequo Adarys	43	-1	0	0
/index.php/Denys_Drumm	Denys Drumm	398	-1	0	0
/index.php/Urron_Greyiron	Urron Greyiron	1743	239	1	239
/index.php/Wat_(Wet)	Wat (Wet)	1803	-1	0	0
/index.php/Beldecar	Beldecar	175	-1	0	0
/index.php/Grigg	Grigg	636	-1	0	0
/index.php/Kraznys_mo_Nakloz	Kraznys mo Nakloz	907	168	2	172
/index.php/Daeron_I_Targaryen	Daeron I Targaryen	354	5	1	5
/index.php/Jon	Jon	835	-1	0	0
/index.php/Belwas	Belwas	183	137	5	334
/index.php/Petyr_Frey	Petyr Frey	1304	194	2	226
/index.php/Fogo	Fogo	539	-1	0	0
/index.php/Trebor_Jordayne	Trebor Jordayne	1689	-1	0	0
/index.php/Moonshadow	Moonshadow	1154	-1	0	0
/index.php/Symon_Santagar	Symon Santagar	1617	-1	0	0
/index.php/High_Sparrow	High Sparrow	729	329	1	329
/index.php/Cellador	Cellador	292	314	1	314
/index.php/Rolfe_(Red)	Rolfe (Red)	1468	-1	0	0
/index.php/Pate_(Maidenpool)	Pate (Maidenpool)	1283	-1	0	0
/index.php/Theomore_Harlaw	Theomore Harlaw	1647	239	1	239
/index.php/Beron_Stark	Beron Stark	208	-1	0	0
/index.php/Hodor	Hodor	736	8	15	309
/index.php/Henly_(Young)	Henly (Young)	725	-1	0	0
/index.php/Sharna	Sharna	1555	158	2	162
/index.php/Mirri_Maz_Duur	Mirri Maz Duur	1145	61	5	122
/index.php/Grazdan_mo_Eraz	Grazdan mo Eraz	625	-1	0	0
/index.php/Walder_Frey_(Big)	Walder Frey (Big)	1781	180	2	287
/index.php/Qhorin_Halfhand	Qhorin Halfhand	1335	70	8	142
/index.php/Will_(Hookface)	Will (Hookface)	1827	-1	0	0
/index.php/Poxy_Tym	Poxy Tym	1318	-1	0	0
/index.php/Umma	Umma	1736	-1	0	0
/index.php/Noho_Dimittis	Noho Dimittis	1209	252	1	252
/index.php/Jyck	Jyck	885	13	3	24
/index.php/Boremund_Harlaw	Boremund Harlaw	233	239	1	239
/index.php/Nan	Nan	1201	1	5	80
/index.php/Arthur_Dayne	Arthur Dayne	130	6	9	249
/index.php/Garth_XII_Gardener	Garth XII Gardener	578	-1	0	0
/index.php/Norne_Goodbrother	Norne Goodbrother	1214	246	1	246
/index.php/Rhaenys_daughter_of_Rhaegar_Targaryen	Rhaenys daughter of Rhaegar Targaryen	1410	230	1	230
/index.php/Justin_Massey	Justin Massey	882	282	3	337
/index.php/Utt	Utt	1749	184	1	184
/index.php/Alyx_Frey	Alyx Frey	87	-1	0	0
/index.php/Gawen_Glover	Gawen Glover	580	-1	0	0
/index.php/Delp	Delp	391	-1	0	0
/index.php/Frynne	Frynne	547	-1	0	0
/index.php/Urzen	Urzen	1745	124	1	124
/index.php/Reznak_mo_Reznak	Reznak mo Reznak	1401	277	4	334
/index.php/Urek	Urek	1738	-1	0	0
/index.php/Delena_Florent	Delena Florent	388	30	2	35
/index.php/Hugh_Beesbury	Hugh Beesbury	756	-1	0	0
/index.php/Baelor_Hightower	Baelor Hightower	148	215	1	215
/index.php/Collio_Quaynis	Collio Quaynis	322	-1	0	0
/index.php/Ollo_Lophand	Ollo Lophand	1234	178	1	178
/index.php/Gawen_Swann	Gawen Swann	581	-1	0	0
/index.php/Gawen_Westerling	Gawen Westerling	582	164	4	272
/index.php/Godric_Borrell	Godric Borrell	609	284	1	284
/index.php/Lorren	Lorren	982	124	1	124
/index.php/Leo_Blackbar	Leo Blackbar	940	-1	0	0
/index.php/Tybolt_Lannister	Tybolt Lannister	1710	-1	0	0
/index.php/Rickard_Stark_(King)	Rickard Stark (King)	1423	-1	0	0
/index.php/Ottomore	Ottomore	1270	-1	0	0
/index.php/Royce_Coldwater	Royce Coldwater	1496	-1	0	0
/index.php/Gyles_Grafton	Gyles Grafton	660	-1	0	0
/index.php/Garrett_Paege	Garrett Paege	567	-1	0	0
/index.php/Elder_Brother	Elder Brother	477	259	1	259
/index.php/Meha	Meha	1111	275	1	275
/index.php/Harlon_Botley	Harlon Botley	687	-1	0	0
/index.php/Martyn_Cassel	Martyn Cassel	1083	-1	0	0
/index.php/Viserys_Targaryen	Viserys Targaryen	1770	3	18	318
/index.php/Rhaella_Targaryen	Rhaella Targaryen	1407	3	4	244
/index.php/Harren_Hoare	Harren Hoare	701	104	3	251
/index.php/Denys_Arryn	Denys Arryn	396	238	1	238
/index.php/Terro	Terro	1639	-1	0	0
/index.php/Arrec	Arrec	122	-1	0	0
/index.php/Harlan_Hunter	Harlan Hunter	685	251	1	251
/index.php/Gareth_the_Grey	Gareth the Grey	559	-1	0	0
/index.php/Ygritte	Ygritte	1869	125	9	303
/index.php/Maron_Botley	Maron Botley	1076	-1	0	0
/index.php/Gyles_III_Gardener	Gyles III Gardener	661	-1	0	0
/index.php/Addam_Marbrand	Addam Marbrand	2	62	6	256
/index.php/Deziel_Dalt	Deziel Dalt	407	-1	0	0
/index.php/Ondrew_Locke	Ondrew Locke	1240	-1	0	0
/index.php/Gormon_Tyrell	Gormon Tyrell	615	157	2	228
/index.php/Olene_Tyrell	Olene Tyrell	1231	-1	0	0
/index.php/Moelle	Moelle	1147	271	2	329
/index.php/Kegs	Kegs	894	282	1	282
/index.php/Josua_Willum	Josua Willum	876	-1	0	0
/index.php/Lymond_Goodbrook	Lymond Goodbrook	1019	217	1	217
/index.php/Grisella	Grisella	638	275	1	275
/index.php/Carellen_Smallwood	Carellen Smallwood	279	-1	0	0
/index.php/Quellon_Botley	Quellon Botley	1340	-1	0	0
/index.php/Mycah	Mycah	1186	15	5	179
/index.php/Beron_Blacktyde	Beron Blacktyde	207	239	1	239
/index.php/Gorne	Gorne	618	171	1	171
/index.php/Grey_Worm	Grey Worm	633	305	2	325
/index.php/Olenna_Redwyne	Olenna Redwyne	1232	151	6	240
/index.php/Ryon_Allyrion	Ryon Allyrion	1517	-1	0	0
/index.php/Bill	Bill	223	-1	0	0
/index.php/Benedar_Belmore	Benedar Belmore	189	238	2	269
/index.php/Illifer	Illifer	770	232	1	232
/index.php/Quincy_Cox	Quincy Cox	1356	259	1	259
/index.php/Denys_Redwyne	Denys Redwyne	400	-1	0	0
/index.php/Pate_(King%27s_Landing)	Pate (King's Landing)	1281	264	1	264
/index.php/Urswyck	Urswyck	1744	166	2	248
/index.php/Alesander_Torrent	Alesander Torrent	47	-1	0	0
/index.php/Sybell_Spicer	Sybell Spicer	1608	164	4	272
/index.php/Alyn	Alyn	63	12	5	45
/index.php/Catelyn_Bracken	Catelyn Bracken	286	-1	0	0
/index.php/Melara_Crane	Melara Crane	1115	-1	0	0
/index.php/Aubrey_Ambrose	Aubrey Ambrose	141	-1	0	0
/index.php/Jeyne_Goodbrook	Jeyne Goodbrook	814	-1	0	0
/index.php/Roland_Crakehall_(Lord)	Roland Crakehall (Lord)	1465	106	1	106
/index.php/Greydon_Goodbrother	Greydon Goodbrother	634	229	1	229
/index.php/Penny	Penny	1296	302	6	332
/index.php/Paul	Paul	1293	163	2	191
/index.php/Leyla_Hightower	Leyla Hightower	960	-1	0	0
/index.php/Willam_Wythers	Willam Wythers	1838	-1	0	0
/index.php/Marwyn	Marwyn	1087	228	3	273
/index.php/Aerys_I_Targaryen	Aerys I Targaryen	26	80	1	80
/index.php/Drennan	Drennan	437	-1	0	0
/index.php/Alekyne_Florent	Alekyne Florent	42	-1	0	0
/index.php/Jason_Mallister	Jason Mallister	796	29	3	190
/index.php/Robin_Potter	Robin Potter	1448	-1	0	0
/index.php/Raynald_Westerling	Raynald Westerling	1386	190	2	272
/index.php/Joth_Quickbow	Joth Quickbow	877	-1	0	0
/index.php/Morra	Morra	1165	-1	0	0
/index.php/Allard_Seaworth	Allard Seaworth	56	-1	0	0
/index.php/Sybelle_Locke	Sybelle Locke	1609	239	4	337
/index.php/Hotho_Harlaw	Hotho Harlaw	749	239	1	239
/index.php/Moon_Boy	Moon Boy	1153	29	2	126
/index.php/Pyg	Pyg	1327	248	1	248
/index.php/Jaime_Lannister	Jaime Lannister	785	3	76	347
/index.php/Pylos	Pylos	1328	199	2	208
/index.php/Vickon_Greyjoy	Vickon Greyjoy	1761	-1	0	0
/index.php/Donnel_Drumm	Donnel Drumm	421	-1	0	0
/index.php/Desmond	Desmond	403	1	4	32
/index.php/Matthar	Matthar	1099	-1	0	0
/index.php/Gawen_Wylde	Gawen Wylde	583	107	1	107
/index.php/Emphyria_Vance	Emphyria Vance	503	-1	0	0
/index.php/Marissa_Frey	Marissa Frey	1071	-1	0	0
/index.php/Dagos_Manwoody	Dagos Manwoody	363	215	1	215
/index.php/Fralegg	Fralegg	542	246	1	246
/index.php/Sarya_Whent	Sarya Whent	1534	-1	0	0
/index.php/Joy_Hill	Joy Hill	879	272	1	272
/index.php/Ottyn_Wythers	Ottyn Wythers	1271	87	2	145
/index.php/Aerion_Targaryen	Aerion Targaryen	24	80	3	182
/index.php/Morros_Slynt	Morros Slynt	1167	-1	0	0
/index.php/Narbo	Narbo	1203	-1	0	0
/index.php/Serala	Serala	1547	237	1	237
/index.php/Dake_(Guard)	Dake (Guard)	365	-1	0	0
/index.php/Norjen	Norjen	1212	-1	0	0
/index.php/Perriane_Frey	Perriane Frey	1298	-1	0	0
/index.php/Arnell	Arnell	119	-1	0	0
/index.php/Rupert_Brax	Rupert Brax	1501	106	1	106
/index.php/Orton_Merryweather	Orton Merryweather	1251	240	6	329
/index.php/Arneld	Arneld	118	-1	0	0
/index.php/Hosteen_Frey	Hosteen Frey	744	29	5	326
/index.php/Ralf_(Lordsport)	Ralf (Lordsport)	1367	246	1	246
/index.php/Marei	Marei	1065	-1	0	0
/index.php/Walda_Frey_(daughter_of_Lothar)	Walda Frey (daughter of Lothar)	1777	-1	0	0
/index.php/Mikken	Mikken	1142	8	6	109
/index.php/Whalen_Frey	Whalen Frey	1821	-1	0	0
/index.php/Helya	Helya	720	-1	0	0
/index.php/Shireen_Baratheon	Shireen Baratheon	1562	74	6	328
/index.php/Nella	Nella	1205	-1	0	0
/index.php/Gulian_Qorgyle	Gulian Qorgyle	643	-1	0	0
/index.php/Ethan_Glover	Ethan Glover	520	-1	0	0
/index.php/Taena_of_Myr	Taena of Myr	1622	211	9	271
/index.php/Simon_Leygood	Simon Leygood	1570	-1	0	0
/index.php/Bryen_Farring	Bryen Farring	263	337	1	337
/index.php/Harry_Sawyer	Harry Sawyer	705	-1	0	0
/index.php/Raymun_Fossoway	Raymun Fossoway	1383	-1	0	0
/index.php/Gormond_Goodbrother	Gormond Goodbrother	617	229	1	229
/index.php/Melwys_Rivers	Melwys Rivers	1127	-1	0	0
/index.php/Gurn	Gurn	648	-1	0	0
/index.php/Shagga	Shagga	1553	99	3	215
/index.php/Mark_Mullendore	Mark Mullendore	1073	271	1	271
/index.php/Rolley	Rolley	1474	-1	0	0
/index.php/Shella	Shella	1556	-1	0	0
