characterID;Name;Team;url;isDead;isCaptured;isHurt
456;Eddard Stark;Stark;/index.php/Eddard_Stark;0;0;0
458;Eddison Tollett;Night Watch;/index.php/Eddison_Tollett;0;0;0
462;Edmure Tully;Stark;/index.php/Edmure_Tully;0;0;0
465;Edric Storm;Robert;/index.php/Edric_Storm;0;0;0
483;Elia Martell;Martell;/index.php/Elia_Martell;1;0;0
500;Emmon Cuy;Renly;/index.php/Emmon_Cuy;0;0;0
501;Emmon Frey;Frey;/index.php/Emmon_Frey;0;0;0
508;Eon Hunter;Stark;/index.php/Eon_Hunter;0;0;0
521;Euron Greyjoy;Greyjoy;/index.php/Euron_Greyjoy;0;0;0
531;Falyse Stokeworth;Lannister;/index.php/Falyse_Stokeworth;0;0;0
557;Gared;Night Watch;/index.php/Gared;0;0;0
565;Garlan Tyrell;Tyrell;/index.php/Garlan_Tyrell;0;0;0
570;Garse Goodbrook;Frey;/index.php/Garse_Goodbrook;0;0;0
575;Garth Greyfeather;Night Watch;/index.php/Garth_Greyfeather;0;0;0
586;Gendry;none;/index.php/Gendry;0;0;0
597;Gerris Drinkwater;Windblown;/index.php/Gerris_Drinkwater;0;0;0
603;Gilly;Wildling;/index.php/Gilly;0;0;0
605;Gladden Wylde;Robert;/index.php/Gladden_Wylde;0;0;0
629;Gregor Clegane;Lannister;/index.php/Gregor_Clegane;0;0;0
630;Grenn;Night Watch;/index.php/Grenn;0;0;0
639;Groleo;Targaryen;/index.php/Groleo;0;0;0
645;Guncer Sunglass;Stannis;/index.php/Guncer_Sunglass;0;0;0
650;Guyard Morrigen;Renly;/index.php/Guyard_Morrigen;0;0;0
670;Hal;Night Watch;/index.php/Hal;0;0;0
673;Haldon;Targaryen;/index.php/Haldon;0;0;0
685;Harlan Hunter;none;/index.php/Harlan_Hunter;0;0;0
708;Harwin;Stark;/index.php/Harwin;0;0;0
719;Helman Tallhart;Stark;/index.php/Helman_Tallhart;0;0;0
731;Hizdahr zo Loraq;Ghiscari;/index.php/Hizdahr_zo_Loraq;0;0;0
736;Hodor;Stark;/index.php/Hodor;0;0;0
744;Hosteen Frey;Robert;/index.php/Hosteen_Frey;0;0;0
746;Hoster Tully;Stark;/index.php/Hoster_Tully;0;0;0
747;Hot Pie;none;/index.php/Hot_Pie;0;0;0
754;Hubard Rambton;Stannis;/index.php/Hubard_Rambton;0;0;0
755;Hugh;Robert;/index.php/Hugh;0;0;0
760;Hullen;Stark;/index.php/Hullen;0;0;0
771;Illyrio Mopatis;none;/index.php/Illyrio_Mopatis;0;0;0
772;Ilyn Payne;Robert;/index.php/Ilyn_Payne;0;0;0
775;Irri;Drogo;/index.php/Irri;0;0;0
776;Jacelyn Bywater;Robert;/index.php/Jacelyn_Bywater;0;0;0
777;Jack Bulwer;Night Watch;/index.php/Jack_Bulwer;0;0;0
785;Jaime Lannister;Lannister;/index.php/Jaime_Lannister;0;0;0
790;Janos Slynt;Lannister;/index.php/Janos_Slynt;0;0;0
791;Jaqen H'ghar;Faceless Men;/index.php/Jaqen_H%27ghar;0;0;0
792;Jared Frey;Frey;/index.php/Jared_Frey;0;0;0
793;Jaremy Rykker;Night Watch;/index.php/Jaremy_Rykker;0;0;0
808;Jeor Mormont;Night Watch;/index.php/Jeor_Mormont;0;0;0
818;Jeyne Poole;Stark;/index.php/Jeyne_Poole;0;0;0
822;Jeyne Westerling;Stark;/index.php/Jeyne_Westerling;0;0;0
825;Jhiqui;Drogo;/index.php/Jhiqui;0;0;0
826;Jhogo;Drogo;/index.php/Jhogo;0;0;0
831;Joffrey Baratheon;Lannister;/index.php/Joffrey_Baratheon;0;0;0
832;Jojen Reed;Stark;/index.php/Jojen_Reed;0;0;0
836;Jon Arryn;Robert;/index.php/Jon_Arryn;1;0;0
840;Jon Connington;Targaryen;/index.php/Jon_Connington;0;0;0
851;Jon Snow;Stark;/index.php/Jon_Snow;0;0;0
852;Jon Umber (Greatjon);Stark;/index.php/Jon_Umber_(Greatjon);0;0;0
862;Jorah Mormont;Targaryen;/index.php/Jorah_Mormont;0;0;0
868;Jory Cassel;Stark;/index.php/Jory_Cassel;0;0;0
900;Kevan Lannister;Lannister;/index.php/Kevan_Lannister;0;0;0
907;Kraznys mo Nakloz;Ghiscari;/index.php/Kraznys_mo_Nakloz;0;0;0
917;Kyra;none;/index.php/Kyra;0;0;0
922;Lancel Lannister;Lannister;/index.php/Lancel_Lannister;0;0;0
966;Lollys Stokeworth;Lannister;/index.php/Lollys_Stokeworth;0;0;0
968;Lommy Greenhands;none;/index.php/Lommy_Greenhands;0;0;0
970;Loras Tyrell;Tyrell;/index.php/Loras_Tyrell;0;0;0
975;Lord Walder Frey;Frey;/index.php/Lord_Walder_Frey;0;0;0
985;Lothar Mallery;Robert;/index.php/Lothar_Mallery;0;0;0
987;Lothor Brune;Littlefinger;/index.php/Lothor_Brune;0;0;0
991;Lucas Blackwood;Stark;/index.php/Lucas_Blackwood;0;0;0
1012;Luton;Bolton;/index.php/Luton;0;0;0
1013;Luwin;Stark;/index.php/Luwin;0;0;0
1015;Lyanna Stark;Stark;/index.php/Lyanna_Stark;1;0;0
1018;Lyman Darry;Stark;/index.php/Lyman_Darry;0;0;0
1021;Lymond Vikary;Lannister;/index.php/Lymond_Vikary;0;0;0
1033;Lysa Tully;Littlefinger;/index.php/Lysa_Tully;0;0;0
1035;Mace Tyrell;Tyrell;/index.php/Mace_Tyrell;0;0;0
1045;Maester Aemon;Night Watch;/index.php/Maester_Aemon;0;0;0
1046;Maester Cressen;Stannis;/index.php/Maester_Cressen;0;0;0
1057;Mance Rayder;Wildling;/index.php/Mance_Rayder;0;0;0
1058;Mandon Moore;King's guard;/index.php/Mandon_Moore;0;0;0
1066;Margaery Tyrell;Tyrell;/index.php/Margaery_Tyrell;0;0;0
1108;Meera Reed;Stark;/index.php/Meera_Reed;0;0;0
1122;Melisandre;Red God;/index.php/Melisandre;0;0;0
1135;Mero;Second Sons;/index.php/Mero;0;0;0
1137;Merrett Frey;Frey;/index.php/Merrett_Frey;0;0;0
1140;Meryn Trant;King's guard;/index.php/Meryn_Trant;0;0;0
1142;Mikken;Stark;/index.php/Mikken;0;0;0
1145;Mirri Maz Duur;Lhazareen;/index.php/Mirri_Maz_Duur;0;0;0
1146;Missandei;Targaryen;/index.php/Missandei;0;1;0
1157;Mordane;Stark;/index.php/Mordane;0;0;0
1186;Mycah;Stark;/index.php/Mycah;0;0;0
1195;Myrcella Baratheon;Lannister;/index.php/Myrcella_Baratheon;0;0;0
1201;Nan;Stark;/index.php/Nan;0;0;0
1219;Nymeria;Martell;/index.php/Nymeria;0;0;0
1225;Oberyn Martell;Martell;/index.php/Oberyn_Martell;0;0;0
1232;Olenna Redwyne;Tyrell;/index.php/Olenna_Redwyne;0;0;0
1234;Ollo Lophand;Night Watch;/index.php/Ollo_Lophand;0;0;0
1251;Orton Merryweather;Lannister;/index.php/Orton_Merryweather;0;0;0
1255;Osha;Wildling;/index.php/Osha;0;0;0
1257;Osmund Kettleblack;Robert;/index.php/Osmund_Kettleblack;0;0;0
1259;Osney Kettleblack;Robert;/index.php/Osney_Kettleblack;0;0;0
1267;Othor;Night Watch;/index.php/Othor;0;0;0
1276;Oznak zo Pahl;Ghiscari;/index.php/Oznak_zo_Pahl;0;0;0
1280;Pate;Citadel;/index.php/Pate;0;0;0
1294;Paxter Redwyne;Tyrell;/index.php/Paxter_Redwyne;0;0;0
1296;Penny;none;/index.php/Penny;0;0;0
1303;Petyr Baelish;Littlefinger;/index.php/Petyr_Baelish;0;0;0
1309;Podrick Payne;Robert;/index.php/Podrick_Payne;0;0;0
1312;Polliver;Lannister;/index.php/Polliver;0;0;0
1326;Pycelle;Lannister;/index.php/Pycelle;0;0;0
1327;Pyg;Brave Companions;/index.php/Pyg;0;0;0
1329;Pypar;Night Watch;/index.php/Pypar;0;0;0
1335;Qhorin Halfhand;Night Watch;/index.php/Qhorin_Halfhand;0;0;0
1337;Qotho;Drogo;/index.php/Qotho;0;0;0
1338;Quaithe;Qarth;/index.php/Quaithe;0;0;0
1339;Quaro;Drogo;/index.php/Quaro;0;0;0
1351;Quentyn Martell;Martell;/index.php/Quentyn_Martell;0;0;0
1358;Qyburn;Brave Companions;/index.php/Qyburn;0;0;0
1361;Rafford;Lannister;/index.php/Rafford;0;0;0
1369;Ralf Kenning;Greyjoy;/index.php/Ralf_Kenning;0;0;0
1371;Ramsay Snow;Bolton;/index.php/Ramsay_Snow;0;0;0
1373;Randyll Tarly;Robert;/index.php/Randyll_Tarly;0;0;0
1376;Rattleshirt;Wildling;/index.php/Rattleshirt;0;0;0
1382;Raymun Darry;Robert;/index.php/Raymun_Darry;0;0;0
1384;Raymund Frey;Frey;/index.php/Raymund_Frey;0;0;0
1393;Reek;Bolton;/index.php/Reek;0;0;0
1396;Renly Baratheon;Renly;/index.php/Renly_Baratheon;0;0;0
1401;Reznak mo Reznak;Targaryen;/index.php/Reznak_mo_Reznak;0;0;0
1403;Rhaegar Frey;Frey;/index.php/Rhaegar_Frey;0;0;0
1404;Rhaegar Targaryen;Targaryen;/index.php/Rhaegar_Targaryen;1;0;0
1406;Rhaego;Targaryen;/index.php/Rhaego;0;0;0
1411;Rhaenys Targaryen;Targaryen;/index.php/Rhaenys_Targaryen;1;0;0
1420;Rickard Karstark;Stark;/index.php/Rickard_Karstark;0;0;0
1422;Rickard Stark;Stark;/index.php/Rickard_Stark;1;0;0
1426;Rickon Stark;Stark;/index.php/Rickon_Stark;0;0;0
1429;Robar Royce;Renly;/index.php/Robar_Royce;0;0;0
1431;Robb Stark;Stark;/index.php/Robb_Stark;0;0;0
1432;Robert Arryn;Robert;/index.php/Robert_Arryn;0;0;0
1434;Robert Baratheon;Robert;/index.php/Robert_Baratheon;0;0;0
1441;Robett Glover;Stark;/index.php/Robett_Glover;0;0;0
1451;Rodrik Cassel;Stark;/index.php/Rodrik_Cassel;0;0;0
1465;Roland Crakehall (Lord);Lannister;/index.php/Roland_Crakehall_(Lord);0;0;0
1486;Roose Bolton;Bolton;/index.php/Roose_Bolton;0;0;0
1488;Rorge;none;/index.php/Rorge;0;0;0
1501;Rupert Brax;Lannister;/index.php/Rupert_Brax;0;0;0
1514;Ryman Frey;Frey;/index.php/Ryman_Frey;0;0;0
1520;Salladhor Saan;Stannis;/index.php/Salladhor_Saan;0;0;0
1527;Samwell Tarly;Night Watch;/index.php/Samwell_Tarly;0;0;0
1528;Sandor Clegane;Lannister;/index.php/Sandor_Clegane;0;0;0
1530;Sansa Stark;Stark;/index.php/Sansa_Stark;0;0;0
1535;Satin;Night Watch;/index.php/Satin;0;0;0
1536;Sawane Botley;Greyjoy;/index.php/Sawane_Botley;0;0;0
1545;Selyse Florent;Stannis;/index.php/Selyse_Florent;0;0;0
1546;Senelle;Lannister;/index.php/Senelle;0;0;0
1552;Shae;Tyrion;/index.php/Shae;0;0;0
1553;Shagga;Mountain clans;/index.php/Shagga;0;0;0
1554;Shagwell;Brave Companions;/index.php/Shagwell;0;0;0
1562;Shireen Baratheon;Stannis;/index.php/Shireen_Baratheon;0;0;0
1573;Skahaz mo Kandaq;Targaryen;/index.php/Skahaz_mo_Kandaq;0;0;0
1584;Stafford Lannister;Lannister;/index.php/Stafford_Lannister;0;0;0
1586;Stannis Baratheon;Stannis;/index.php/Stannis_Baratheon;0;0;0
1598;Stevron Frey;Frey;/index.php/Stevron_Frey;0;0;0
1599;Stiv;Wildling;/index.php/Stiv;0;0;0
1604;Styr;Wildling;/index.php/Styr;0;0;0
1619;Symond Frey;Frey;/index.php/Symond_Frey;0;0;0
1621;Syrio Forel;Stark;/index.php/Syrio_Forel;0;0;0
1622;Taena of Myr;Lannister;/index.php/Taena_of_Myr;0;0;0
1648;Theon Greyjoy;Greyjoy;/index.php/Theon_Greyjoy;0;0;0
1653;Thoros of Myr;Red God;/index.php/Thoros_of_Myr;0;0;0
1656;Tickler;Lannister;/index.php/Tickler;0;0;0
1659;Timeon;Brave Companions;/index.php/Timeon;0;0;0
1660;Timett;Mountain clans;/index.php/Timett;0;0;0
1664;Tion Frey;Frey;/index.php/Tion_Frey;0;0;0
1673;Tom of Sevenstreams;Brotherhood without banners;/index.php/Tom_of_Sevenstreams;0;0;0
1676;Tommen Baratheon;Lannister;/index.php/Tommen_Baratheon;0;0;0
1681;Tormund;Wildling;/index.php/Tormund;0;0;0
1684;Torrhen Karstark;Stark;/index.php/Torrhen_Karstark;0;0;0
1716;Tyrion Lannister;Tyrion;/index.php/Tyrion_Lannister;0;0;0
1719;Tysha;Tyrion;/index.php/Tysha;0;0;0
1723;Tytos Frey;Frey;/index.php/Tytos_Frey;0;0;0
1727;Tywin Lannister;Lannister;/index.php/Tywin_Lannister;0;0;0
1751;Val;Wildling;/index.php/Val;0;0;0
1754;Vardis Egen;Stark;/index.php/Vardis_Egen;0;0;0
1755;Vargo Hoat;Brave Companions;/index.php/Vargo_Hoat;0;0;0
1757;Varys;none;/index.php/Varys;0;0;0
1758;Vayon Poole;Stark;/index.php/Vayon_Poole;0;0;0
1763;Victarion Greyjoy;Greyjoy;/index.php/Victarion_Greyjoy;0;0;0
1770;Viserys Targaryen;Targaryen;/index.php/Viserys_Targaryen;0;0;0
1782;Walder Frey (Little);Frey;/index.php/Walder_Frey_(Little);0;0;0
1808;Waymar Royce;Night Watch;/index.php/Waymar_Royce;0;0;0
1811;Weeper;Wildling;/index.php/Weeper;0;0;0
1812;Weese;Lannister;/index.php/Weese;0;0;0
1825;Will;Night Watch;/index.php/Will;0;0;0
1840;Willas Tyrell;Tyrell;/index.php/Willas_Tyrell;0;0;0
1843;Willem Lannister;Lannister;/index.php/Willem_Lannister;0;0;0
1857;Wylis Manderly;Stark;/index.php/Wylis_Manderly;0;0;0
1860;Wyman Manderly;Stark;/index.php/Wyman_Manderly;0;0;0
1867;Yellow Dick;Bolton;/index.php/Yellow_Dick;0;0;0
1869;Ygritte;Wildling;/index.php/Ygritte;0;0;0
1872;Yohn Royce;Stark;/index.php/Yohn_Royce;0;0;0
1873;Yoren;Night Watch;/index.php/Yoren;0;0;0
1888;First High Septon (the fat one);Faith;/index.php/High_Septon;0;0;0
1890;Talbert Serry;Tyrell;/index.php/Talbert_Serry;0;0;0
1893;Dagon Codd;Greyjoy;/index.php/Dagon_Codd;0;0;0
1894;Adrak Humble;Greyjoy;/index.php/Adrack_Humble;0;0;0
1895;Oppo;none;/index.php/Oppo;0;0;0
1963;Kerwin;Greyjoy;/index.php/Kerwin;0;0;0
1965;Khrazz;Ghiscari;/index.php/Khrazz;0;0;0
2037;Yurkhaz zo Yunzak;Ghiscari;/index.php/Yurkhaz_zo_Yunzak;0;0;0
300;Chett;Night Watch;/index.php/Chett;0;0;0
1753;Varamyr;Wildling;/index.php/Varamyr;0;0;0
